                                                       ESTADO DE AVANCE PRESUPUESTAL DE EGRESOS DEL 1 DE ENERO DE 2016 AL 31 DE DICIEMBRE DE 2016                                                       
                                                                                               JOCOTITLAN                                                                                               
                                      Funcion/SubFuncion/ Programa/Proyecto/Ff: 010301010101041, Relaciones públicas Ingresos de gestión de Organismos municipales                                      
                                                                                                                                                                                             Hoja no.: 1
     PART                      DESCRIPCION                    APROBADO      AMPLIACION      REDUCCION     MODIFICADO      COMPROMETIDO      DEVENGADO       PAGADO        EJERCIDO       POR EJERCER    
2941           Refacciones y accesorios para equipo                   0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
2950           Refacciones y accesorios menores de                    0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
2951           Refacciones y accesorios menores de                    0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
2960           Refacciones y accesorios menores                       0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
2961           Refacciones y accesorios menores                       0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
2970           Refacciones y accesorios menores de                    0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
2971           Artículos para la extinción de                         0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
2980           Refacciones y accesorios menores de                    0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
2981           Refacciones y accesorios menores de                    0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00


                                                       ESTADO DE AVANCE PRESUPUESTAL DE EGRESOS DEL 1 DE ENERO DE 2016 AL 31 DE DICIEMBRE DE 2016                                                       
                                                                                               JOCOTITLAN                                                                                               
                                      Funcion/SubFuncion/ Programa/Proyecto/Ff: 010301010101041, Relaciones públicas Ingresos de gestión de Organismos municipales                                      
                                                                                                                                                                                             Hoja no.: 7
     PART                      DESCRIPCION                    APROBADO      AMPLIACION      REDUCCION     MODIFICADO      COMPROMETIDO      DEVENGADO       PAGADO        EJERCIDO       POR EJERCER    
2990           Refacciones y accesorios menores                       0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
2991           Medidores de agua.                                     0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
2992           Otros enseres.                                         0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
3000           SERVICIOS GENERALES.                                   0.00      14,275.96           0.00      14,275.96        -22,922.96           0.00           0.00       8,647.00          5,628.96
3100           SERVICIOS BÁSICOS.                                     0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
3110           Energía eléctrica.                                     0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
3111           Servicio de energía eléctrica.                         0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
3112           Servicio de energía eléctrica para                     0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
3120           Gas.                                                   0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
3121           Gas.                                                   0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
3130           Agua.                                                  0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
3131           Servicio de agua.                                      0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
3132           Servicio de cloración de agua.                         0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
3140           Telefonía tradicional.                                 0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
3141           Servicio de telefonía convencional.                    0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
3150           Telefonía celular.                                     0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
3151           Servicio de telefonía celular.                         0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
3160           Servicios de telecomunicaciones y                      0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
3161           Servicios de radiolocalización y                       0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
3162           Servicios de conducción de señales                     0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
3170           Servicios de acceso de Internet, redes                 0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
3171           Servicios de acceso a Internet.                        0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
3180           Servicios postales y telegr ficos.                     0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
3181           Servicio postal y telegr fico.                         0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
3190           Servicios integrales y otros servicios.                0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
3191           Servicios de telecomunicación                          0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
3200           SERVICIOS DE ARRENDAMIENTO.                            0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
3210           Arrendamiento de terrenos.                             0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
3211           Arrendamiento de terrenos.                             0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
3220           Arrendamiento de edificios.                            0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
3221           Arrendamiento de edificios y locales.                  0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
3230           Arrendamiento de mobiliario y equipo                   0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
3231           Arrendamiento de equipo y bienes                       0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
3240           Arrendamiento de equipo e                              0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
3241           Arrendamiento de equipo e                              0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
3250           Arrendamiento de equipo de                             0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
3251           Arrendamiento de vehículos.                            0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
3260           Arrendamiento de maquinaria, otros                     0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00


                                                       ESTADO DE AVANCE PRESUPUESTAL DE EGRESOS DEL 1 DE ENERO DE 2016 AL 31 DE DICIEMBRE DE 2016                                                       
                                                                                               JOCOTITLAN                                                                                               
                                      Funcion/SubFuncion/ Programa/Proyecto/Ff: 010301010101041, Relaciones públicas Ingresos de gestión de Organismos municipales                                      
                                                                                                                                                                                             Hoja no.: 8
     PART                      DESCRIPCION                    APROBADO      AMPLIACION      REDUCCION     MODIFICADO      COMPROMETIDO      DEVENGADO       PAGADO        EJERCIDO       POR EJERCER    
3261           Arrendamiento de maquinaria y                          0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
3270           Arrendamiento de activos intangibles.                  0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
3271           Arrendamiento de activos intangibles.                  0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
3280           Arrendamiento financiero.                              0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
3281           Arrendamiento financiero.                              0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
3290           Otros arrendamientos.                                  0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
3291           Arrendamiento de equipo para el                        0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
3300           SERVICIOS PROFESIONALES,                               0.00           0.00           0.00           0.00         -1,160.00           0.00           0.00       1,160.00         -1,160.00
3310           Servicios legales, de contabilidad,                    0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
3311           Asesorías asociadas a convenios o                      0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
3320           Servicios de diseño, arquitectura,                     0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
3321           Servicios estadísticos y geogr ficos.                  0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
3330           Servicios de consultoría                               0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
3331           Servicios inform ticos.                                0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
3340           Servicios de capacitación.                             0.00           0.00           0.00           0.00         -1,160.00           0.00           0.00       1,160.00         -1,160.00
3341           Capacitación.                                          0.00           0.00           0.00           0.00         -1,160.00           0.00           0.00       1,160.00         -1,160.00
3350           Servicios de investigación científica y                0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
3351           Servicios de investigación científica y                0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
3360           Servicios de apoyo administrativo,                     0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
3361           Servicios de apoyo administrativo y                    0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
3362           Impresiones de documentos oficiales                    0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
3363           Servicios de impresión de documentos                   0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
3370           Servicios de protección y seguridad.                   0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
3371           Servicios de protección y seguridad.                   0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
3380           Servicios de vigilancia.                               0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
3381           Servicios de vigilancia.                               0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
3390           Servicios profesionales, científicos y                 0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
3391           Servicios profesionales.                               0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
3400           SERVICIOS FINANCIEROS,                                 0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
3410           Servicios financieros y bancarios.                     0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
3411           Servicios bancarios y financieros.                     0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
3420           Servicios de cobranza, investigación                   0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
3421           Servicios de cobranza, investigación                   0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
3430           Servicios de recaudación, traslado y                   0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
3431           Gastos inherentes a la recaudación.                    0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
3440           Seguros de responsabilidad                             0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
3441           Seguros de responsabilidad                             0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
3450           Seguro de bienes patrimoniales.                        0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00


                                                       ESTADO DE AVANCE PRESUPUESTAL DE EGRESOS DEL 1 DE ENERO DE 2016 AL 31 DE DICIEMBRE DE 2016                                                       
                                                                                               JOCOTITLAN                                                                                               
                                      Funcion/SubFuncion/ Programa/Proyecto/Ff: 010301010101041, Relaciones públicas Ingresos de gestión de Organismos municipales                                      
                                                                                                                                                                                             Hoja no.: 9
     PART                      DESCRIPCION                    APROBADO      AMPLIACION      REDUCCION     MODIFICADO      COMPROMETIDO      DEVENGADO       PAGADO        EJERCIDO       POR EJERCER    
3451           Seguros y fianzas.                                     0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
3460           Almacenaje, envase y embalaje.                         0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
3461           Almacenaje, embalaje y envase.                         0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
3470           Fletes y maniobras.                                    0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
3471           Fletes y maniobras.                                    0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
3480           Comisiones por ventas.                                 0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
3481           Comisiones por ventas.                                 0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
3490           Servicios financieros, bancarios y                     0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
3491           Servicios financieros, bancarios y                     0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
3500           SERVICIOS DE INSTALACION,                              0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
3510           Conservación y mantenimiento menor                     0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
3511           Reparación y mantenimiento de                          0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
3512           Adaptación de locales, almacenes,                      0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
3520           Instalación, reparación y                              0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
3521           Reparación, mantenimiento e                            0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
3530           Instalación, reparación y                              0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
3531           Reparación, instalación y                              0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
3532           Reparación y mantenimiento para                        0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
3540           Instalación, reparación y                              0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
3541           Reparación, instalación y                              0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
3550           Reparación y mantenimiento de                          0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
3551           Reparación y mantenimiento de                          0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
3560           Reparación y mantenimiento de                          0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
3561           Reparación y mantenimiento de                          0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
3570           Instalación, reparación y                              0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
3571           Reparación, instalación y                              0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
3580           Servicios de limpieza y manejo de                      0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
3581           Servicios de lavandería, limpieza e                    0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
3590           Servicios de jardinería y fumigación.                  0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
3591           Servicios de fumigación.                               0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
3600           SERVICIOS DE COMUNICACIÓN                              0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
3610           Difusión por radio, televisión y otros                 0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
3611           Gastos de publicidad y propaganda.                     0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
3612           Publicaciones oficiales y de                           0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
3620           Difusión por radio, televisión y otros                 0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
3621           Gastos de publicidad en materia                        0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
3630           Servicios de creatividad,                              0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
3631           Servicios de creatividad,                              0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00


                                                       ESTADO DE AVANCE PRESUPUESTAL DE EGRESOS DEL 1 DE ENERO DE 2016 AL 31 DE DICIEMBRE DE 2016                                                       
                                                                                               JOCOTITLAN                                                                                               
                                      Funcion/SubFuncion/ Programa/Proyecto/Ff: 010301010101041, Relaciones públicas Ingresos de gestión de Organismos municipales                                      
                                                                                                                                                                                            Hoja no.: 10
     PART                      DESCRIPCION                    APROBADO      AMPLIACION      REDUCCION     MODIFICADO      COMPROMETIDO      DEVENGADO       PAGADO        EJERCIDO       POR EJERCER    
3640           Servicios de revelado de fotografías.                  0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
3641           Servicios de fotografía.                               0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
3650           Servicios de la industria fílmica, del                 0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
3651           Servicios de cine y grabación.                         0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
3660           Servicios de creación y difusión de                    0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
3661           Servicios de creación y difusión de                    0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
3690           Otros servicios de información.                        0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
3691           Otros servicios de información.                        0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
3700           SERVICIOS DE TRASLADO Y                                0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
3710           Pasajes aéreos.                                        0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
3711           Transportación aérea.                                  0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
3720           Pasajes terrestres.                                    0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
3721           Gastos de traslado por vía terrestre.                  0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
3730           Pasajes marítimos, lacustres y                         0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
3731           Pasajes marítimos, lacustres y                         0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
3740           Autotransporte.                                        0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
3741           Autotransporte.                                        0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
3750           Vi ticos en el país.                                   0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
3751           Vi ticos nacionales.                                   0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
3760           Vi ticos en el extranjero.                             0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
3761           Vi ticos en el extranjero.                             0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
3770           Gastos de instalación y traslado de                    0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
3771           Gastos de instalación y traslado de                    0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
3780           Servicios integrales de traslado y                     0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
3781           Servicios integrales de traslado y                     0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
3790           Otros servicios de traslado y                          0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
3791           Otros servicios de traslado y                          0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
3800           SERVICIOS OFICIALES.                                   0.00      14,275.96           0.00      14,275.96        -21,762.96           0.00           0.00       7,487.00          6,788.96
3810           Gastos de ceremonial.                                  0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
3811           Gastos de ceremonial.                                  0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
3820           Gastos de orden social y cultural.                     0.00      14,275.96           0.00      14,275.96        -21,762.96           0.00           0.00       7,487.00          6,788.96
3821           Gastos de ceremonias oficiales y de                    0.00      14,275.96           0.00      14,275.96        -21,762.96           0.00           0.00       7,487.00          6,788.96
3822           Espect culos cívicos y culturales.                     0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
3830           Congresos y convenciones.                              0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
3831           Congresos y convenciones.                              0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
3840           Exposiciones.                                          0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
3841           Exposiciones y ferias.                                 0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
3850           Gastos de representación.                              0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00


                                                       ESTADO DE AVANCE PRESUPUESTAL DE EGRESOS DEL 1 DE ENERO DE 2016 AL 31 DE DICIEMBRE DE 2016                                                       
                                                                                               JOCOTITLAN                                                                                               
                                      Funcion/SubFuncion/ Programa/Proyecto/Ff: 010301010101041, Relaciones públicas Ingresos de gestión de Organismos municipales                                      
                                                                                                                                                                                            Hoja no.: 11
     PART                      DESCRIPCION                    APROBADO      AMPLIACION      REDUCCION     MODIFICADO      COMPROMETIDO      DEVENGADO       PAGADO        EJERCIDO       POR EJERCER    
3851           Gastos de representación.                              0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
3900           OTROS SERVICIOS GENERALES.                             0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
3910           Servicios funerarios y de cementerios.                 0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
3911           Servicios funerarios y de cementerios.                 0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
3920           Impuestos y derechos.                                  0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
3921           Impuestos y derechos de exportación.                   0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
3922           Otros impuestos y derechos.                            0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
3930           Impuestos y derechos de importación.                   0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
3931           Impuestos y derechos de importación.                   0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
3940           Sentencias y resoluciones por                          0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
3941           Sentencias y resoluciones judiciales.                  0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
3942           Gastos derivados del resguardo de                      0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
3950           Penas, multas, accesorios y                            0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
3951           Penas, multas, accesorios y                            0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
3960           Otros gastos por responsabilidades.                    0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
3961           Otros gastos por responsabilidades.                    0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
3970           Utilidades.                                            0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
3971           Utilidades.                                            0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
3980           Impuesto sobre nóminas y otros que                     0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
3981           Impuesto sobre nóminas.                                0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
3982           Impuesto sobre erogaciones por                         0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
3983           Impuesto sobre la renta.                               0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
3990           Otros servicios generales.                             0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
3991           Cuotas y suscripciones.                                0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
3992           Gastos de servicios menores.                           0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
3993           Estudios y an lisis clínicos.                          0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
3994           Inscripciones y arbitrajes.                            0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
3995           Diferencia por variación en el tipo de                 0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
3996           Subcontratación de servicios con                       0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
3997           Proyectos para prestación de                           0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
4000           TRANSFERENCIAS,                                        0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
4100           TRANSFERENCIAS INTERNAS Y                              0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
4110           Asignaciones presupuestarias al                        0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
4111           Asignaciones presupuestarias al                        0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
4120           Asignaciones presupuestarias al                        0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
4121           Liberación de recursos al Poder                        0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
4130           Asignaciones presupuestarias al                        0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
4131           Liberación de recursos al Poder                        0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
