                                                       ESTADO DE AVANCE PRESUPUESTAL DE EGRESOS DEL 1 DE ENERO DE 2016 AL 31 DE DICIEMBRE DE 2016                                                       
                                                                                               JOCOTITLAN                                                                                               
                                                                              Funcion/Subfun/Programa: 010301, Gubernatura                                                                              
                                                                                                                                                                                             Hoja no.: 1
 PART             DESCRIPCION                 APROBADO         AMPLIACION       REDUCCION         MODIFICADO       COMPROMETIDO      DEVENGADO           PAGADO           EJERCIDO       POR EJERCER    
2951  Refacciones y accesorios                         0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
2960  Refacciones y accesorios                         0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
2961  Refacciones y accesorios                         0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
2970  Refacciones y accesorios                         0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
2971  Artículos para la extinción de                   0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
2980  Refacciones y accesorios                         0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
2981  Refacciones y accesorios                         0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00


                                                       ESTADO DE AVANCE PRESUPUESTAL DE EGRESOS DEL 1 DE ENERO DE 2016 AL 31 DE DICIEMBRE DE 2016                                                       
                                                                                               JOCOTITLAN                                                                                               
                                                                              Funcion/Subfun/Programa: 010301, Gubernatura                                                                              
                                                                                                                                                                                             Hoja no.: 7
 PART             DESCRIPCION                 APROBADO         AMPLIACION       REDUCCION         MODIFICADO       COMPROMETIDO      DEVENGADO           PAGADO           EJERCIDO       POR EJERCER    
2990  Refacciones y accesorios                         0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
2991  Medidores de agua.                               0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
2992  Otros enseres.                                   0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
3000  SERVICIOS GENERALES.                             0.00        457,447.75             0.00        457,447.75       -665,891.02        88,526.82              0.00        109,856.25       347,591.50
3100  SERVICIOS BÁSICOS.                               0.00         31,825.63             0.00         31,825.63        -78,907.83        25,623.63              0.00         47,082.20       -15,256.57
3110  Energía eléctrica.                               0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
3111  Servicio de energía eléctrica.                   0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
3112  Servicio de energía eléctrica                    0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
3120  Gas.                                             0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
3121  Gas.                                             0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
3130  Agua.                                            0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
3131  Servicio de agua.                                0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
3132  Servicio de cloración de agua.                   0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
3140  Telefonía tradicional.                           0.00         31,499.94             0.00         31,499.94        -75,739.14        25,297.94              0.00         44,239.20       -12,739.26
3141  Servicio de telefonía                            0.00         31,499.94             0.00         31,499.94        -75,739.14        25,297.94              0.00         44,239.20       -12,739.26
3150  Telefonía celular.                               0.00            325.69             0.00            325.69         -3,168.69           325.69              0.00          2,843.00        -2,517.31
3151  Servicio de telefonía celular.                   0.00            325.69             0.00            325.69         -3,168.69           325.69              0.00          2,843.00        -2,517.31
3160  Servicios de                                     0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
3161  Servicios de radiolocalización                   0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
3162  Servicios de conducción de                       0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
3170  Servicios de acceso de                           0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
3171  Servicios de acceso a Internet.                  0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
3180  Servicios postales y                             0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
3181  Servicio postal y telegr fico.                   0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
3190  Servicios integrales y otros                     0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
3191  Servicios de telecomunicación                    0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
3200  SERVICIOS DE                                     0.00         41,443.54             0.00         41,443.54        -65,480.08             0.00              0.00         17,636.54        23,807.00
3210  Arrendamiento de terrenos.                       0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
3211  Arrendamiento de terrenos.                       0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
3220  Arrendamiento de edificios.                      0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
3221  Arrendamiento de edificios y                     0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
3230  Arrendamiento de mobiliario y                    0.00          5,936.54             0.00          5,936.54        -27,473.08             0.00              0.00         17,636.54       -11,700.00
3231  Arrendamiento de equipo y                        0.00          5,936.54             0.00          5,936.54        -27,473.08             0.00              0.00         17,636.54       -11,700.00
3240  Arrendamiento de equipo e                        0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
3241  Arrendamiento de equipo e                        0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
3250  Arrendamiento de equipo de                       0.00         35,507.00             0.00         35,507.00        -38,007.00             0.00              0.00              0.00        35,507.00
3251  Arrendamiento de vehículos.                      0.00         35,507.00             0.00         35,507.00        -38,007.00             0.00              0.00              0.00        35,507.00
3260  Arrendamiento de maquinaria,                     0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00


                                                       ESTADO DE AVANCE PRESUPUESTAL DE EGRESOS DEL 1 DE ENERO DE 2016 AL 31 DE DICIEMBRE DE 2016                                                       
                                                                                               JOCOTITLAN                                                                                               
                                                                              Funcion/Subfun/Programa: 010301, Gubernatura                                                                              
                                                                                                                                                                                             Hoja no.: 8
 PART             DESCRIPCION                 APROBADO         AMPLIACION       REDUCCION         MODIFICADO       COMPROMETIDO      DEVENGADO           PAGADO           EJERCIDO       POR EJERCER    
3261  Arrendamiento de maquinaria                      0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
3270  Arrendamiento de activos                         0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
3271  Arrendamiento de activos                         0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
3280  Arrendamiento financiero.                        0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
3281  Arrendamiento financiero.                        0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
3290  Otros arrendamientos.                            0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
3291  Arrendamiento de equipo para                     0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
3300  SERVICIOS                                        0.00          3,272.09             0.00          3,272.09         -4,432.09         3,272.09              0.00          1,160.00         2,112.09
3310  Servicios legales, de                            0.00          3,272.09             0.00          3,272.09         -3,272.09         3,272.09              0.00              0.00         3,272.09
3311  Asesorías asociadas a                            0.00          3,272.09             0.00          3,272.09         -3,272.09         3,272.09              0.00              0.00         3,272.09
3320  Servicios de diseño,                             0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
3321  Servicios estadísticos y                         0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
3330  Servicios de consultoría                         0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
3331  Servicios inform ticos.                          0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
3340  Servicios de capacitación.                       0.00              0.00             0.00              0.00         -1,160.00             0.00              0.00          1,160.00        -1,160.00
3341  Capacitación.                                    0.00              0.00             0.00              0.00         -1,160.00             0.00              0.00          1,160.00        -1,160.00
3350  Servicios de investigación                       0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
3351  Servicios de investigación                       0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
3360  Servicios de apoyo                               0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
3361  Servicios de apoyo                               0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
3362  Impresiones de documentos                        0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
3363  Servicios de impresión de                        0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
3370  Servicios de protección y                        0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
3371  Servicios de protección y                        0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
3380  Servicios de vigilancia.                         0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
3381  Servicios de vigilancia.                         0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
3390  Servicios profesionales,                         0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
3391  Servicios profesionales.                         0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
3400  SERVICIOS FINANCIEROS,                           0.00          2,650.00             0.00          2,650.00         -2,650.00             0.00              0.00              0.00         2,650.00
3410  Servicios financieros y                          0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
3411  Servicios bancarios y                            0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
3420  Servicios de cobranza,                           0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
3421  Servicios de cobranza,                           0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
3430  Servicios de recaudación,                        0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
3431  Gastos inherentes a la                           0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
3440  Seguros de responsabilidad                       0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
3441  Seguros de responsabilidad                       0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
3450  Seguro de bienes                                 0.00          2,650.00             0.00          2,650.00         -2,650.00             0.00              0.00              0.00         2,650.00


                                                       ESTADO DE AVANCE PRESUPUESTAL DE EGRESOS DEL 1 DE ENERO DE 2016 AL 31 DE DICIEMBRE DE 2016                                                       
                                                                                               JOCOTITLAN                                                                                               
                                                                              Funcion/Subfun/Programa: 010301, Gubernatura                                                                              
                                                                                                                                                                                             Hoja no.: 9
 PART             DESCRIPCION                 APROBADO         AMPLIACION       REDUCCION         MODIFICADO       COMPROMETIDO      DEVENGADO           PAGADO           EJERCIDO       POR EJERCER    
3451  Seguros y fianzas.                               0.00          2,650.00             0.00          2,650.00         -2,650.00             0.00              0.00              0.00         2,650.00
3460  Almacenaje, envase y                             0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
3461  Almacenaje, embalaje y                           0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
3470  Fletes y maniobras.                              0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
3471  Fletes y maniobras.                              0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
3480  Comisiones por ventas.                           0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
3481  Comisiones por ventas.                           0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
3490  Servicios financieros,                           0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
3491  Servicios financieros,                           0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
3500  SERVICIOS DE                                     0.00         51,898.25             0.00         51,898.25        -93,727.85           150.00              0.00         18,397.60        33,500.65
3510  Conservación y                                   0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
3511  Reparación y mantenimiento                       0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
3512  Adaptación de locales,                           0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
3520  Instalación, reparación y                        0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
3521  Reparación, mantenimiento e                      0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
3530  Instalación, reparación y                        0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
3531  Reparación, instalación y                        0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
3532  Reparación y mantenimiento                       0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
3540  Instalación, reparación y                        0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
3541  Reparación, instalación y                        0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
3550  Reparación y mantenimiento                       0.00         51,898.25             0.00         51,898.25        -93,727.85           150.00              0.00         18,397.60        33,500.65
3551  Reparación y mantenimiento                       0.00         51,898.25             0.00         51,898.25        -93,727.85           150.00              0.00         18,397.60        33,500.65
3560  Reparación y mantenimiento                       0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
3561  Reparación y mantenimiento                       0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
3570  Instalación, reparación y                        0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
3571  Reparación, instalación y                        0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
3580  Servicios de limpieza y                          0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
3581  Servicios de lavandería,                         0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
3590  Servicios de jardinería y                        0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
3591  Servicios de fumigación.                         0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
3600  SERVICIOS DE                                     0.00        117,628.00             0.00        117,628.00       -155,628.00        12,760.00              0.00            600.00       117,028.00
3610  Difusión por radio, televisión y                 0.00         53,828.00             0.00         53,828.00        -91,828.00        12,760.00              0.00            600.00        53,228.00
3611  Gastos de publicidad y                           0.00         53,828.00             0.00         53,828.00        -91,828.00        12,760.00              0.00            600.00        53,228.00
3612  Publicaciones oficiales y de                     0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
3620  Difusión por radio, televisión y                 0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
3621  Gastos de publicidad en                          0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
3630  Servicios de creatividad,                        0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
3631  Servicios de creatividad,                        0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00


                                                       ESTADO DE AVANCE PRESUPUESTAL DE EGRESOS DEL 1 DE ENERO DE 2016 AL 31 DE DICIEMBRE DE 2016                                                       
                                                                                               JOCOTITLAN                                                                                               
                                                                              Funcion/Subfun/Programa: 010301, Gubernatura                                                                              
                                                                                                                                                                                            Hoja no.: 10
 PART             DESCRIPCION                 APROBADO         AMPLIACION       REDUCCION         MODIFICADO       COMPROMETIDO      DEVENGADO           PAGADO           EJERCIDO       POR EJERCER    
3640  Servicios de revelado de                         0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
3641  Servicios de fotografía.                         0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
3650  Servicios de la industria                        0.00         63,800.00             0.00         63,800.00        -63,800.00             0.00              0.00              0.00        63,800.00
3651  Servicios de cine y grabación.                   0.00         63,800.00             0.00         63,800.00        -63,800.00             0.00              0.00              0.00        63,800.00
3660  Servicios de creación y                          0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
3661  Servicios de creación y                          0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
3690  Otros servicios de                               0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
3691  Otros servicios de                               0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
3700  SERVICIOS DE TRASLADO                            0.00          6,795.00             0.00          6,795.00        -13,107.00         1,816.00              0.00          5,942.00           853.00
3710  Pasajes aéreos.                                  0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
3711  Transportación aérea.                            0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
3720  Pasajes terrestres.                              0.00          6,795.00             0.00          6,795.00        -13,107.00         1,816.00              0.00          5,942.00           853.00
3721  Gastos de traslado por vía                       0.00          6,795.00             0.00          6,795.00        -13,107.00         1,816.00              0.00          5,942.00           853.00
3730  Pasajes marítimos, lacustres y                   0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
3731  Pasajes marítimos, lacustres y                   0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
3740  Autotransporte.                                  0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
3741  Autotransporte.                                  0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
3750  Vi ticos en el país.                             0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
3751  Vi ticos nacionales.                             0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
3760  Vi ticos en el extranjero.                       0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
3761  Vi ticos en el extranjero.                       0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
3770  Gastos de instalación y                          0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
3771  Gastos de instalación y                          0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
3780  Servicios integrales de                          0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
3781  Servicios integrales de                          0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
3790  Otros servicios de traslado y                    0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
3791  Otros servicios de traslado y                    0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
3800  SERVICIOS OFICIALES.                             0.00        201,935.24             0.00        201,935.24       -251,958.17        44,905.10              0.00         19,037.91       182,897.33
3810  Gastos de ceremonial.                            0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
3811  Gastos de ceremonial.                            0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
3820  Gastos de orden social y                         0.00         26,315.78             0.00         26,315.78        -64,270.18           503.50              0.00         11,866.00        14,449.78
3821  Gastos de ceremonias                             0.00         26,315.78             0.00         26,315.78        -64,270.18           503.50              0.00         11,866.00        14,449.78
3822  Espect culos cívicos y                           0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
3830  Congresos y convenciones.                        0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
3831  Congresos y convenciones.                        0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
3840  Exposiciones.                                    0.00         11,685.84             0.00         11,685.84        -11,685.84             0.00              0.00              0.00        11,685.84
3841  Exposiciones y ferias.                           0.00         11,685.84             0.00         11,685.84        -11,685.84             0.00              0.00              0.00        11,685.84
3850  Gastos de representación.                        0.00        163,933.62             0.00        163,933.62       -176,002.15        44,401.60              0.00          7,171.91       156,761.71


                                                       ESTADO DE AVANCE PRESUPUESTAL DE EGRESOS DEL 1 DE ENERO DE 2016 AL 31 DE DICIEMBRE DE 2016                                                       
                                                                                               JOCOTITLAN                                                                                               
                                                                              Funcion/Subfun/Programa: 010301, Gubernatura                                                                              
                                                                                                                                                                                            Hoja no.: 11
 PART             DESCRIPCION                 APROBADO         AMPLIACION       REDUCCION         MODIFICADO       COMPROMETIDO      DEVENGADO           PAGADO           EJERCIDO       POR EJERCER    
3851  Gastos de representación.                        0.00        163,933.62             0.00        163,933.62       -176,002.15        44,401.60              0.00          7,171.91       156,761.71
3900  OTROS SERVICIOS                                  0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
3910  Servicios funerarios y de                        0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
3911  Servicios funerarios y de                        0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
3920  Impuestos y derechos.                            0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
3921  Impuestos y derechos de                          0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
3922  Otros impuestos y derechos.                      0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
3930  Impuestos y derechos de                          0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
3931  Impuestos y derechos de                          0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
3940  Sentencias y resoluciones por                    0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
3941  Sentencias y resoluciones                        0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
3942  Gastos derivados del                             0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
3950  Penas, multas, accesorios y                      0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
3951  Penas, multas, accesorios y                      0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
3960  Otros gastos por                                 0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
3961  Otros gastos por                                 0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
3970  Utilidades.                                      0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
3971  Utilidades.                                      0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
3980  Impuesto sobre nóminas y                         0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
3981  Impuesto sobre nóminas.                          0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
3982  Impuesto sobre erogaciones                       0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
3983  Impuesto sobre la renta.                         0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
3990  Otros servicios generales.                       0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
3991  Cuotas y suscripciones.                          0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
3992  Gastos de servicios menores.                     0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
3993  Estudios y an lisis clínicos.                    0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
3994  Inscripciones y arbitrajes.                      0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
3995  Diferencia por variación en el                   0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
3996  Subcontratación de servicios                     0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
3997  Proyectos para prestación de                     0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
4000  TRANSFERENCIAS,                                  0.00      3,460,729.19             0.00      3,460,729.19     -5,521,412.49       977,000.00              0.00      2,039,490.30     1,421,238.89
4100  TRANSFERENCIAS                                   0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
4110  Asignaciones presupuestarias                     0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
4111  Asignaciones presupuestarias                     0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
4120  Asignaciones presupuestarias                     0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
4121  Liberación de recursos al                        0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
4130  Asignaciones presupuestarias                     0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00
4131  Liberación de recursos al                        0.00              0.00             0.00              0.00              0.00             0.00              0.00              0.00             0.00


                                                       ESTADO DE AVANCE PRESUPUESTAL DE EGRESOS DEL 1 DE ENERO DE 2016 AL 31 DE DICIEMBRE DE 2016                                                       
                                                                                               JOCOTITLAN                                                                                               
